List of Haircut
Date Uploaded: 20200630
Date|Instrument Code|Instrument Name|Haircut (%)|Keterangan|
20200630|VICO|Victoria Investama Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|VINS|Victoria Insurance Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|VIVA|Visi Media Asia Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|VOKS|Voksel Electric Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|VRNA|Verena Multi Finance Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WAPO|Wahana Pronatural Tbk.|35|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WEGE|Wijaya Karya Bangunan Gedung Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WEHA|WEHA Transportasi Indonesia Tbk.|10|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WICO|Wicaksana Overseas International Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WIIM|Wismilak Inti Makmur Tbk.|30|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WIKA|Wijaya Karya (Persero) Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WINS|Wintermar Offshore Marine Tbk.|55|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WOMF|Wahana Ottomitra Multiartha Tbk.|45|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WOOD|Integra Indocabinet Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WOWS|"PT Ginting Jaya Energi Tbk,"|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WSBP|Waskita Beton Precast Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WSKT|Waskita Karya (Persero) Tbk.|20|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|WTON|Wijaya Karya Beton Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XAFA|Reksa Dana Avrist ETF Fixed Rate Bond I|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XAQA|Reksa Dana Ashmore ETF LQ45 ALPHA|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XASG|Reksa Dana Indeks Aurora ETF FTSE Indonesia E|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XBES|Reksa Dana Indeks BNI-AM ETF MSCI ESG Leaders|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XBID|Reksa Dana Indeks Batavia IDX30 ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XBIN|Reksa Dana Indeks Bahana ETF Bisnis - 27|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XBLQ|Reksa Dana Batavia Smart Liquid ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XBNI|Reksa Dana Indeks BNI-AM Nusantara ETF MSCI I|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XBSK|Reksa Dana Indeks Batavia SRI-KEHATI ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XCID|DIRE Ciptadana Properti Ritel Indonesia|85|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XCIS|DIRE Ciptadana Properti Perhotelan Padjajaran|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XCLQ|Reksa Dana Indeks Cipta ETF Index LQ45|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XDIF|Reksa Dana Danareksa ETF Indonesia Top 40|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIHD|Reksa Dana Indeks Premier ETF IDX High Divide|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIIC|Reksa Dana Premier ETF Indonesia Consumer|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIID|Reksa Dana Indeks Premier ETF Index IDX30 |50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIIF|Reksa Dana Premier ETF Indonesia Financial|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIIT|Reksa Dana Premier ETF IDX30|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIJI|Reksa Dana Syariah Premier ETF JII|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XILV|Reksa Dana Indeks Insight ETF FTSE Indonesia Low Volatility Factor Index |50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIML|Reksa Dana Indeks Premier ETF MSCI Indonesia|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XIPI|Reksa Dana Indeks Premier ETF PEFINDO i-Grade|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XISB|Reksa Dana Premier ETF Indonesia Sovereign Bo|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XISC|Reksa Dana Premier ETF Indonesia Stated-Owned|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XISI|Premier ETF SMinfra18|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XISR|Premier ETF SRI-KEHATI|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XKIV|Reksa Dana Indeks KISI IDX Value30 ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XMIG|Reksa Dana Indeks Majoris Pefindo I-Grade ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XMJM|DINFRA TOLL ROAD MANDIRI-001|85|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XMTS|Reksa Dana ETF MNC36 Likuid|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XNVE|Reksa Dana Indeks Nusadana ETF IDX Value30 |40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPCR|Reksa Dana PNM ETF CORE LQ45|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPDV|Reksa Dana Pinnacle Core High Dividend ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPES|Reksa Dana Syariah KIK Pinnacle Enhanced Shar|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPFT|Reksa Dana Indeks Pinnacle FTSE Indonesia ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPID|Reksa Dana Indeks Pinnacle IDX30 ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPLC|Reksa Dana Pinnacle Indonesia Large-Cap ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPLQ|Reksa Dana Pinnacle Enhanced Liquid ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPMI|ETF Phillip MSCI Indonesia Equity Index|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPSG|Reksa Dana Pinnacle Indonesia ESG ETF|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XPTD|Reksa Dana Indeks Panin ETF IDX30 Dinamis|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XSBC|Reksa Dana Indeks Simas ETF IDX30|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XSMU|Reksa Dana Indeks Syailendra ETF MSCI Indonesia ESG Universal Index |50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XSPI|DIRE Simas Plaza Indonesia|85|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XSRI|Reksa Dana Indeks STAR ETF SRI-KEHATI |40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XSSI|Reksa Dana Syariah Indeks Simas ETF JII|40|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|XSSK|Reksa Dana Indeks SAM ETF SRI-KEHATI|50|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|YELO|Yelooo Integra Datanet Tbk.|75|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|YPAS|Yanaprima Hastapersada Tbk|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|YULE|Yulie Sekuritas Indonesia Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ZBRA|Zebra Nusantara Tbk|100|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ZINC|Kapuas Prima Coal Tbk.|65|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
20200630|ZONE|Mega Perintis Tbk.|15|PENG- 126/DIR/KPEI/0620  tgl. 29 Juni 2020|
